"วันเดือนปี","ล่าสุด","ราคาเปิด","สูงสุด","ต่ำสุด","ปริมาณ","% เปลี่ยน"
"09/21/2017","1,070.39","1,072.55","1,075.99","1,069.83","834.53M","-0.21%"
"09/20/2017","1,072.61","1,074.21","1,076.71","1,067.81","1.28B","-0.30%"
"09/19/2017","1,075.89","1,075.60","1,077.94","1,068.00","1.64B","0.16%"
"09/18/2017","1,074.16","1,066.64","1,079.83","1,066.17","2.00B","0.93%"
"09/15/2017","1,064.27","1,062.62","1,065.42","1,058.04","1.42B","0.19%"
"09/14/2017","1,062.29","1,051.39","1,064.66","1,049.53","1.69B","1.25%"
"09/13/2017","1,049.16","1,052.59","1,055.76","1,047.62","1.37B","-0.10%"
"09/12/2017","1,050.24","1,050.12","1,052.90","1,046.95","1.13B","0.28%"
"09/11/2017","1,047.31","1,046.99","1,051.51","1,044.95","1.17B","0.10%"
"09/08/2017","1,046.26","1,046.67","1,054.70","1,044.80","1.74B","0.43%"
"09/07/2017","1,041.78","1,035.33","1,043.04","1,033.59","1.49B","0.76%"
"09/06/2017","1,033.92","1,033.54","1,034.08","1,029.10","1.31B","0.01%"
"09/05/2017","1,033.79","1,034.74","1,036.10","1,030.63","1.11B","-0.01%"
"09/04/2017","1,033.90","1,032.80","1,034.92","1,029.63","870.35M","0.00%"
"09/01/2017","1,033.85","1,037.25","1,038.85","1,032.48","728.34M","-0.04%"
"08/31/2017","1,034.29","1,031.96","1,034.38","1,028.29","1.34B","-0.03%"
"08/30/2017","1,034.65","1,037.19","1,044.36","1,032.32","1.31B","-0.01%"
"08/29/2017","1,034.76","1,011.65","1,038.13","1,010.40","2.36B","2.39%"
"08/28/2017","1,010.57","1,006.23","1,013.78","1,004.60","1.19B","0.74%"
"08/25/2017","1,003.17","1,003.81","1,005.44","999.97","731.33M","-0.04%"
"08/24/2017","1,003.56","1,003.30","1,005.06","1,000.84","906.79M","0.20%"
"08/23/2017","1,001.51","1,003.10","1,004.21","998.78","661.89M","-0.03%"
"08/22/2017","1,001.85","1,000.97","1,003.14","999.13","778.43M","0.26%"
"08/21/2017","999.27","998.70","1,001.06","997.36","724.45M","0.26%"
"08/18/2017","996.70","996.55","998.40","994.05","860.09M","-0.11%"
"08/17/2017","997.78","999.45","1,000.25","995.82","1.28B","-0.07%"
"08/16/2017","998.51","998.13","999.71","995.02","923.59M","-0.07%"
"08/15/2017","999.16","1,000.08","1,002.91","997.60","762.35M","0.41%"
"08/11/2017","995.06","997.47","998.07","991.42","884.07M","-0.53%"
"08/10/2017","1,000.34","1,000.01","1,001.73","996.20","615.58M","0.09%"
"08/09/2017","999.47","1,002.63","1,002.95","997.37","535.94M","-0.29%"
"08/08/2017","1,002.40","1,000.98","1,004.29","999.16","672.71M","0.26%"
"08/07/2017","999.79","1,002.16","1,003.20","998.38","661.67M","-0.24%"
"08/04/2017","1,002.19","1,004.31","1,005.35","1,001.23","678.83M","-0.05%"
"08/03/2017","1,002.69","1,004.50","1,006.96","1,002.24","588.86M","-0.22%"
"08/02/2017","1,004.88","1,005.83","1,006.72","1,002.59","905.85M","0.21%"
"08/01/2017","1,002.77","1,001.85","1,004.96","999.30","842.53M","-0.12%"
"07/31/2017","1,003.96","1,007.39","1,007.97","998.29","1.03B","-0.31%"
"07/27/2017","1,007.08","1,008.35","1,008.75","1,004.22","707.69M","-0.02%"
"07/26/2017","1,007.28","1,006.47","1,009.21","1,005.18","945.63M","0.17%"
"07/25/2017","1,005.53","1,002.23","1,006.36","1,000.89","1.22B","0.46%"
"07/24/2017","1,000.91","998.74","1,003.12","998.34","782.73M","0.27%"
"07/21/2017","998.19","999.93","1,001.36","997.35","1.16B","-0.04%"
"07/20/2017","998.59","1,000.52","1,001.81","997.99","831.86M","-0.16%"
"07/19/2017","1,000.22","998.65","1,001.33","996.48","613.17M","0.40%"
"07/18/2017","996.25","997.64","998.38","993.31","975.74M","-0.05%"
"07/17/2017","996.76","1,001.81","1,002.79","995.29","674.98M","-0.25%"
"07/14/2017","999.30","1,000.55","1,001.46","996.01","682.72M","-0.01%"
"07/13/2017","999.35","1,000.35","1,002.66","996.70","1.04B","0.33%"
"07/12/2017","996.09","995.16","998.97","992.48","1.21B","0.42%"
"07/11/2017","991.95","993.13","994.60","988.87","924.19M","-0.09%"
"07/07/2017","992.88","992.02","993.79","989.29","714.95M","-0.08%"
"07/06/2017","993.69","995.93","996.57","988.89","986.14M","-0.24%"
"07/05/2017","996.08","996.39","998.84","994.13","692.74M","0.07%"
"07/04/2017","995.39","1,001.13","1,002.06","994.02","670.82M","-0.38%"
"07/03/2017","999.16","996.76","999.89","994.94","662.81M","0.48%"
"06/30/2017","994.35","995.48","997.67","990.74","959.30M","-0.08%"
"06/29/2017","995.10","1,000.46","1,003.26","993.77","1.46B","-0.22%"
"06/28/2017","997.33","999.26","1,000.19","995.38","803.63M","-0.23%"
"06/27/2017","999.60","999.46","1,001.15","997.04","730.31M","0.22%"
"06/26/2017","997.44","998.82","1,000.62","995.63","1.08B","0.12%"
"06/23/2017","996.26","996.12","998.28","994.93","1.23B","0.13%"
"06/22/2017","994.96","993.05","997.51","992.47","1.17B","0.23%"
"06/21/2017","992.70","992.40","993.92","989.73","920.84M","-0.18%"
"06/20/2017","994.52","997.42","997.81","993.00","715.56M","-0.14%"
"06/19/2017","995.90","994.29","997.72","993.74","763.12M","0.38%"
"06/16/2017","992.10","992.13","993.98","988.76","811.46M","0.25%"
"06/15/2017","989.58","990.99","994.30","989.22","640.64M","-0.36%"
"06/14/2017","993.15","991.66","994.72","989.09","715.81M","0.19%"
"06/13/2017","991.24","986.35","992.22","985.03","917.44M","0.65%"
"06/12/2017","984.87","987.78","989.80","982.82","711.62M","-0.27%"
"06/09/2017","987.52","990.71","991.04","985.79","862.28M","-0.33%"
"06/08/2017","990.74","988.68","991.81","985.51","845.96M","0.28%"
"06/07/2017","987.95","990.88","992.82","987.44","789.31M","-0.21%"
"06/06/2017","990.04","988.95","991.35","985.24","968.97M","0.17%"
"06/05/2017","988.36","993.57","994.33","985.89","896.33M","-0.19%"
"06/02/2017","990.22","989.31","992.51","988.30","807.13M","0.25%"
"06/01/2017","987.79","986.69","989.64","984.64","1.06B","0.17%"
"05/31/2017","986.08","993.70","995.34","984.18","1.12B","-0.55%"
"05/30/2017","991.49","993.01","993.91","990.93","482.85M","-0.04%"
"05/29/2017","991.87","991.79","993.90","989.92","655.45M","-0.01%"
"05/26/2017","991.97","991.83","994.51","990.09","746.37M","-0.05%"
"05/25/2017","992.43","993.57","994.86","991.07","754.16M","0.08%"
"05/24/2017","991.62","991.23","993.48","989.58","805.49M","0.09%"
"05/23/2017","990.69","989.04","991.99","987.18","776.50M","0.34%"
"05/22/2017","987.38","985.24","989.57","985.21","841.45M","0.52%"
"05/19/2017","982.25","981.71","984.97","979.92","783.98M","0.14%"
"05/18/2017","980.83","981.39","984.28","979.23","793.74M","-0.32%"
"05/17/2017","983.98","985.09","987.98","983.02","1.33B","-0.07%"
"05/16/2017","984.66","980.64","986.26","979.65","1.35B","0.40%"
"05/15/2017","980.75","982.29","983.19","976.94","1.08B","-0.27%"
"05/12/2017","983.37","989.56","989.56","979.40","1.24B","-0.61%"
"05/11/2017","989.38","994.54","995.70","986.24","1.14B","-0.41%"
"05/09/2017","993.46","998.46","998.94","991.19","966.95M","-0.31%"
"05/08/2017","996.56","996.87","998.70","994.42","760.59M","-0.07%"
"05/05/2017","997.24","997.67","998.75","992.96","773.58M","-0.18%"
"05/04/2017","999.01","994.79","1,000.63","994.59","987.41M","0.55%"
"05/03/2017","993.57","993.77","997.19","992.85","632.30M","0.08%"
"05/02/2017","992.82","994.03","997.39","992.36","643.94M","-0.12%"
"04/28/2017","993.98","996.60","997.20","992.20","1.02B","-0.12%"
"04/27/2017","995.19","996.13","997.36","992.55","705.15M","-0.17%"
"04/26/2017","996.93","993.71","998.89","991.47","1.03B","0.36%"
"04/25/2017","993.39","994.19","996.76","987.25","1.23B","0.09%"
"04/24/2017","992.51","996.31","997.62","990.36","844.56M","-0.33%"
"04/21/2017","995.83","995.56","998.69","994.60","943.04M","0.20%"
"04/20/2017","993.86","992.80","998.18","991.91","1.18B","0.10%"
"04/19/2017","992.89","997.01","998.39","992.71","1.49B","-0.48%"
"04/18/2017","997.68","1,002.31","1,004.78","997.62","980.59M","-0.21%"
"04/17/2017","999.77","1,005.88","1,006.04","998.52","596.67M","-0.94%"
"04/12/2017","1,009.23","1,005.30","1,009.23","1,004.70","715.93M","0.60%"
"04/11/2017","1,003.25","1,003.65","1,006.90","1,001.83","809.93M","0.07%"
"04/10/2017","1,002.50","1,000.60","1,003.78","997.74","653.60M","-0.08%"
"04/07/2017","1,003.26","998.53","1,003.59","995.75","853.72M","0.31%"
"04/05/2017","1,000.13","1,000.87","1,002.47","996.20","1.08B","-0.08%"
"04/04/2017","1,000.98","998.94","1,002.48","996.97","951.57M","0.16%"
"04/03/2017","999.39","998.92","1,002.35","997.90","853.26M","0.30%"
"03/31/2017","996.44","1,002.97","1,004.58","996.44","1.28B","-0.51%"
"03/30/2017","1,001.52","997.96","1,005.43","996.41","1.13B","0.39%"
"03/29/2017","997.63","998.86","1,001.37","995.63","860.60M","-0.28%"
"03/28/2017","1,000.40","997.38","1,002.49","996.36","1.07B","0.50%"
"03/27/2017","995.43","997.73","999.94","994.20","651.90M","-0.28%"
"03/24/2017","998.25","993.32","999.93","992.16","1.12B","0.50%"
"03/23/2017","993.25","995.72","996.60","992.40","732.53M","0.12%"
"03/22/2017","992.07","987.87","995.03","985.81","899.21M","-0.19%"
"03/21/2017","993.96","991.29","996.44","989.89","995.71M","0.45%"
"03/20/2017","989.53","991.07","994.59","987.92","934.67M","0.11%"
"03/17/2017","988.44","988.28","989.58","984.14","1.25B","0.18%"
"03/16/2017","986.70","982.58","989.20","980.28","1.62B","1.13%"
"03/15/2017","975.71","976.70","978.63","973.43","969.00M","-0.16%"
"03/14/2017","977.25","975.16","980.35","973.36","925.29M","0.19%"
"03/13/2017","975.37","972.25","975.88","968.15","938.24M","0.26%"
"03/10/2017","972.88","976.89","977.45","970.11","794.41M","-0.47%"
"03/09/2017","977.50","977.33","979.51","973.94","718.41M","-0.27%"
"03/08/2017","980.14","974.31","980.71","968.10","1.11B","0.58%"
"03/07/2017","974.53","975.37","978.89","972.94","710.76M","-0.10%"
"03/06/2017","975.54","981.46","982.10","973.12","836.02M","-0.80%"
"03/03/2017","983.41","983.41","985.74","982.05","1.02B","-0.26%"
"03/02/2017","985.93","988.19","989.79","985.39","1.08B","0.00%"
"03/01/2017","985.94","981.19","986.01","979.67","1.07B","0.76%"
"02/28/2017","978.46","978.00","981.18","977.39","761.68M","0.25%"
"02/27/2017","976.06","977.72","979.83","975.54","767.56M","-0.56%"
"02/24/2017","981.51","981.92","984.23","978.57","1.05B","-0.11%"
"02/23/2017","982.64","985.23","985.56","979.65","1.52B","-0.45%"
"02/22/2017","987.05","983.76","987.56","979.68","927.52M","0.61%"
"02/21/2017","981.03","989.62","993.87","981.03","1.06B","-0.88%"
"02/20/2017","989.74","990.97","992.42","986.52","967.24M","0.08%"
"02/17/2017","988.95","989.56","993.92","988.57","974.68M","0.19%"
"02/16/2017","987.04","985.39","990.11","983.72","1.11B","0.25%"
"02/15/2017","984.60","980.85","985.62","975.67","1.66B","0.30%"
"02/14/2017","981.66","993.55","994.52","980.72","1.09B","-1.08%"
"02/10/2017","992.36","995.08","995.91","990.36","1.15B","0.20%"
"02/09/2017","990.33","998.74","1,000.66","990.15","1.12B","-0.59%"
"02/08/2017","996.23","990.91","1,000.71","989.90","1.44B","0.50%"
"02/07/2017","991.30","994.49","997.32","988.97","933.37M","-0.51%"
"02/06/2017","996.40","993.72","998.78","991.17","1.30B","0.55%"
"02/03/2017","990.97","982.49","993.43","980.49","1.10B","0.87%"
"02/02/2017","982.41","984.91","988.59","981.46","904.01M","-0.23%"
"02/01/2017","984.71","982.22","987.18","979.10","1.23B","0.05%"
"01/31/2017","984.21","991.02","991.68","982.97","1.31B","-1.06%"
"01/30/2017","994.76","994.15","997.52","991.84","621.54M","-0.13%"
"01/27/2017","996.10","997.54","998.24","993.03","940.02M","-0.23%"
"01/26/2017","998.44","1,000.98","1,004.03","993.98","1.91B","0.80%"
"01/25/2017","990.51","987.34","992.74","984.83","2.83B","0.64%"
"01/24/2017","984.23","977.12","985.07","976.89","2.94B","0.84%"
"01/23/2017","976.04","975.90","977.74","973.27","1.01B","0.34%"
"01/20/2017","972.72","967.73","975.63","966.29","1.89B","0.36%"
"01/19/2017","969.19","971.26","972.52","963.58","1.57B","-0.35%"
"01/18/2017","972.59","978.13","980.01","972.51","1.79B","-0.43%"
"01/17/2017","976.82","980.06","983.43","976.05","1.45B","-0.30%"
"01/16/2017","979.74","981.55","984.25","976.33","1.08B","-0.35%"
"01/13/2017","983.23","982.47","984.68","977.89","1.08B","0.40%"
"01/12/2017","979.29","987.07","987.25","977.98","1.62B","-0.27%"
"01/11/2017","981.90","982.99","989.57","981.90","1.50B","-0.19%"
"01/10/2017","983.72","977.64","985.65","977.60","1.67B","0.53%"
"01/09/2017","978.56","984.33","984.99","976.03","1.56B","-0.54%"
"01/06/2017","983.91","986.65","988.39","980.63","2.10B","-0.16%"
"01/05/2017","985.53","983.91","988.18","980.40","1.99B","0.47%"
"01/04/2017","980.93","968.24","981.50","968.12","1.98B","1.67%"
"12/30/2016","964.84","963.08","968.60","961.74","705.94M","0.30%"
"12/29/2016","961.96","950.76","966.85","950.31","718.65M","1.11%"
"12/28/2016","951.39","948.33","953.35","946.45","620.27M","0.58%"
"12/27/2016","945.88","945.86","948.02","944.34","495.14M","0.05%"
"12/26/2016","945.45","942.19","947.04","941.89","438.10M","0.48%"
"12/23/2016","940.98","938.85","943.81","936.20","628.37M","0.25%"
"12/22/2016","938.60","940.70","941.29","936.00","482.28M","-0.18%"
"12/21/2016","940.30","945.40","946.97","940.07","489.36M","-0.41%"
"12/20/2016","944.18","949.21","949.52","940.86","655.80M","-0.42%"
"12/19/2016","948.14","947.65","950.70","946.42","666.87M","0.16%"
"12/16/2016","946.62","949.26","951.63","946.13","898.94M","-0.04%"
"12/15/2016","946.98","945.76","950.22","944.23","1.02B","-0.33%"
"12/14/2016","950.09","956.60","957.42","948.52","993.01M","-0.71%"
"12/13/2016","956.86","955.22","959.08","950.12","1.32B","0.26%"
"12/09/2016","954.37","958.60","959.36","951.35","910.75M","0.07%"
"12/08/2016","953.68","953.71","958.22","953.24","1.20B","0.21%"
"12/07/2016","951.71","947.78","954.45","946.49","1.01B","0.17%"
"12/06/2016","950.09","942.64","950.09","939.29","755.42M","1.05%"
"12/02/2016","940.21","948.23","952.01","937.68","758.25M","-0.75%"
"12/01/2016","947.32","950.36","954.22","946.37","1.12B","0.44%"
"11/30/2016","943.18","933.12","945.14","930.88","1.21B","1.15%"
"11/29/2016","932.48","940.24","942.05","931.85","1.09B","-0.25%"
"11/28/2016","934.78","936.51","937.73","933.44","895.60M","-0.07%"
"11/25/2016","935.46","931.41","935.46","930.41","953.48M","0.80%"
"11/24/2016","928.03","931.72","933.48","927.01","1.44B","-0.55%"
"11/23/2016","933.20","928.96","933.22","927.08","1.08B","0.84%"
"11/22/2016","925.45","925.19","928.44","923.97","1.07B","0.66%"
"11/21/2016","919.41","919.31","923.89","916.27","883.31M","0.24%"
"11/18/2016","917.20","916.61","919.27","911.72","1.03B","-0.09%"
"11/17/2016","918.03","919.03","919.98","912.03","1.26B","0.08%"
"11/16/2016","917.28","925.72","928.19","917.24","1.27B","-0.31%"
"11/15/2016","920.17","917.67","921.96","909.30","1.58B","0.63%"
"11/14/2016","914.45","923.08","924.68","913.04","1.33B","-2.07%"
"11/11/2016","933.81","942.45","942.94","932.93","2.23B","-1.37%"
"11/10/2016","946.79","950.72","952.98","946.22","2.20B","0.29%"
"11/09/2016","944.07","937.41","944.08","928.15","3.90B","-0.14%"
"11/08/2016","945.39","939.59","946.15","937.47","2.24B","0.75%"
"11/07/2016","938.33","934.02","940.71","932.90","1.23B","1.28%"
"11/04/2016","926.47","928.19","931.06","923.23","1.16B","-0.63%"
"11/03/2016","932.36","936.70","942.18","932.31","1.27B","-0.57%"
"11/02/2016","937.75","940.80","940.97","934.74","1.15B","-0.51%"
"11/01/2016","942.56","939.53","944.40","938.73","1.51B","0.63%"
"10/31/2016","936.66","937.37","939.35","934.67","848.85M","-0.22%"
"10/28/2016","938.72","942.76","943.31","935.96","1.03B","-0.27%"
"10/27/2016","941.27","938.10","944.11","936.85","1.22B","0.30%"
"10/26/2016","938.42","948.02","949.07","938.42","1.08B","-1.13%"
"10/25/2016","949.16","949.75","950.94","943.82","1.13B","0.23%"
"10/21/2016","947.01","945.48","948.30","942.24","1.56B","0.26%"
"10/20/2016","944.52","947.47","949.71","944.16","1.65B","0.46%"
"10/19/2016","940.21","932.25","944.93","930.38","1.74B","0.27%"
"10/18/2016","937.67","941.07","942.78","932.33","1.62B","-0.22%"
"10/17/2016","939.76","937.61","944.46","932.02","1.82B","-0.43%"
"10/14/2016","943.85","941.68","947.19","929.68","3.31B","4.09%"
"10/13/2016","906.77","883.77","906.77","863.11","3.31B","1.17%"
"10/12/2016","896.30","910.77","912.60","850.23","4.16B","-2.27%"
"10/11/2016","917.14","933.67","934.89","910.55","1.92B","-1.16%"
"10/10/2016","927.87","924.39","936.60","922.30","2.39B","-3.07%"
"10/07/2016","957.23","963.65","964.20","954.50","1.37B","-0.67%"
"10/06/2016","963.65","964.12","967.78","961.03","1.77B","0.09%"
"10/05/2016","962.77","965.61","966.51","960.06","1.36B","-0.11%"
"10/04/2016","963.83","953.21","964.94","951.65","1.63B","1.43%"
"10/03/2016","950.24","949.75","952.83","947.88","1.28B","0.62%"
"09/30/2016","944.42","945.45","948.79","942.11","1.14B","-0.58%"
"09/29/2016","949.91","949.80","955.91","946.97","1.43B","0.91%"
"09/28/2016","941.30","946.70","949.24","938.82","1.11B","-0.66%"
"09/27/2016","947.58","951.88","955.09","947.58","849.53M","-0.14%"
"09/26/2016","948.87","942.81","950.52","940.53","952.36M","-0.30%"
"09/23/2016","951.73","961.04","961.04","946.52","1.41B","-0.98%"
"09/22/2016","961.13","957.35","962.72","954.44","1.57B","1.35%"
"09/21/2016","948.33","944.05","956.21","943.04","1.89B","1.02%"
"09/20/2016","938.80","949.41","949.77","933.77","1.37B","-1.37%"
"09/19/2016","951.81","946.16","952.61","943.64","1.33B","0.83%"
"09/16/2016","943.94","936.86","943.94","933.70","2.18B","1.26%"
"09/15/2016","932.21","931.36","936.70","928.37","1.30B","0.14%"
"09/14/2016","930.95","923.74","933.75","922.63","1.04B","0.59%"
"09/13/2016","925.46","913.50","928.18","910.82","1.48B","2.90%"
"09/12/2016","899.38","907.68","913.48","899.06","1.44B","-2.40%"
"09/09/2016","921.48","927.59","930.92","915.62","1.68B","-0.68%"
"09/08/2016","927.82","944.81","945.81","924.36","2.22B","-1.65%"
"09/07/2016","943.39","952.51","959.61","943.18","1.45B","-0.72%"
"09/06/2016","950.22","950.07","955.43","946.72","1.62B","0.12%"
"09/05/2016","949.11","968.82","969.55","939.06","2.29B","-1.59%"
"09/02/2016","964.44","977.47","978.07","961.14","2.00B","-1.40%"
"09/01/2016","978.17","983.85","984.67","978.17","1.63B","-0.52%"
"08/31/2016","983.26","981.71","983.82","976.86","1.29B","0.02%"
"08/30/2016","983.07","985.46","988.74","983.07","1.12B","0.05%"
"08/29/2016","982.53","988.51","989.74","979.32","1.41B","-0.48%"
"08/26/2016","987.29","984.01","991.87","983.52","1.13B","0.38%"
"08/25/2016","983.53","988.39","991.16","979.62","1.64B","-0.27%"
"08/24/2016","986.20","981.00","988.24","978.34","1.60B","0.51%"
"08/23/2016","981.17","976.28","982.21","973.04","1.74B","-0.14%"
"08/22/2016","982.53","979.97","984.59","978.31","1.68B","0.13%"
"08/19/2016","981.26","989.33","991.05","979.28","1.38B","-0.66%"
"08/18/2016","987.73","980.27","990.10","979.20","1.83B","1.11%"
"08/17/2016","976.90","979.85","983.46","975.45","1.67B","-0.50%"
"08/16/2016","981.84","991.54","994.70","978.40","1.91B","-0.73%"
"08/15/2016","989.06","982.67","995.59","981.34","1.82B","-0.17%"
"08/11/2016","990.71","987.18","990.73","984.01","2.00B","0.42%"
"08/10/2016","986.58","987.88","990.54","982.00","1.69B","0.05%"
"08/09/2016","986.05","984.87","989.78","981.90","1.93B","0.30%"
"08/08/2016","983.07","978.07","983.45","973.73","1.94B","2.12%"
"08/05/2016","962.62","960.11","963.63","958.02","1.41B","0.95%"
"08/04/2016","953.56","955.01","958.48","952.50","1.35B","0.05%"
"08/03/2016","953.09","945.32","954.75","942.22","1.67B","0.80%"
"08/02/2016","945.53","952.25","955.76","944.59","1.88B","-1.13%"
"08/01/2016","956.31","969.60","971.15","954.93","2.15B","-0.84%"
"07/29/2016","964.44","968.29","971.32","963.98","1.75B","-0.28%"
"07/28/2016","967.14","960.01","968.63","955.16","1.83B","0.73%"
"07/27/2016","960.17","957.90","961.83","956.92","1.62B","0.79%"
"07/26/2016","952.66","960.54","962.23","950.40","2.10B","-0.73%"
"07/25/2016","959.62","957.02","963.53","956.25","1.95B","0.07%"
"07/22/2016","958.98","953.20","959.54","948.76","1.54B","0.53%"
"07/21/2016","953.96","959.17","963.90","953.68","1.70B","-0.51%"
"07/20/2016","958.84","949.51","958.84","948.08","1.85B","1.69%"
"07/15/2016","942.95","945.01","948.38","941.50","1.56B","0.02%"
"07/14/2016","942.75","935.36","942.95","931.65","2.06B","0.90%"
"07/13/2016","934.38","935.58","937.70","931.52","2.65B","0.36%"
"07/12/2016","931.03","929.43","932.99","923.88","2.49B","0.53%"
"07/11/2016","926.08","922.34","928.03","921.14","2.38B","1.11%"
"07/08/2016","915.88","914.74","917.62","910.03","1.85B","0.05%"
"07/07/2016","915.44","918.48","921.90","915.32","3.65B","0.18%"
"07/06/2016","913.75","908.48","917.24","908.04","1.35B","0.03%"
"07/05/2016","913.48","918.45","921.62","912.81","1.47B","-0.55%"
"07/04/2016","918.54","916.81","919.97","914.56","1.28B","0.88%"
"06/30/2016","910.56","914.96","915.68","904.80","1.63B","0.18%"
"06/29/2016","908.89","911.13","914.24","907.35","2.18B","0.45%"
"06/28/2016","904.85","898.68","906.06","896.38","1.21B","0.85%"
"06/27/2016","897.24","890.40","900.10","888.54","1.49B","0.52%"
"06/24/2016","892.63","893.42","896.77","879.69","3.35B","-2.27%"
"06/23/2016","913.35","902.23","914.25","896.66","1.31B","1.23%"
"06/22/2016","902.26","907.97","910.14","900.09","1.14B","-0.59%"
"06/21/2016","907.65","901.55","909.53","899.89","1.46B","0.73%"
"06/20/2016","901.08","903.32","904.58","898.92","1.25B","0.11%"
"06/17/2016","900.11","897.00","900.78","892.77","997.40M","0.78%"
"06/16/2016","893.11","905.93","906.81","891.96","1.39B","-2.01%"
"06/15/2016","911.40","907.92","913.11","903.57","1.28B","0.51%"
"06/14/2016","906.77","902.30","908.14","901.85","1.14B","0.49%"
"06/13/2016","902.39","901.99","906.37","898.28","2.59B","-0.77%"
